report_date,open_street,sponsor,borough,category,sponsor_type,total_weekly_hours,length_mi
2020-10-02,Front Street,Seaport,Manhattan,Full Block - Partner,Business,84,0.13165793077237
2020-10-02,Fulton Street,Bed Stuy,Brooklyn,Full Block,,84,0.1211793941316549
2020-10-02,Gansevoort Street - Little West 12th St - West 13th St,Meatpacking Business Improvement District,Manhattan,Full Block - Partner,Business Improvement District,84,0.7082895070896686
2020-10-02,Graham Avenue - Skillman,Concord Hill Inc,Brooklyn,,Business,17,0.0494598863857222
2020-10-02,Grand Street,North Brooklyn Open Streets Community Coalition,Brooklyn,Full Block,Nonprofit,84,0.2460902653566055
2020-10-02,Grant Avenue,Grant Park,Bronx,Full Block,,84,0.1894912543543383
2020-10-02,Grattan Street,Pine Box Rock Shop,Brooklyn,Full Block - Partner,Business,10,0.0879048659611205
2020-10-02,Greenwich Street,Hudson Square Business Improvement District,Manhattan,Full Block - Partner,Business Improvement District,42,0.0875550913689559
2020-10-02,Hall Street,Clinton Hill,Brooklyn,Full Block,,84,0.1759794817088487
2020-10-02,Henderson Avenue,Port Richmond,Staten Island,Full Block,,84,0.1638954992661241
2020-10-02,Henry Street,Red Hook Recreation Center,Brooklyn,Full Block,,84,0.0983622574080411
2020-10-02,Hester Street - Little Italy,Little Italy Merchants Association,Manhattan,,Merchants Association,17,0.29704236351734487
2020-10-02,Hoyt Street,Atlantic Avenue Business Improvement District,Brooklyn,,Business Improvement District,11,0.1938490314623718
2020-10-02,Hudson Boulevard East - West,Hudson Yards Hell's Kitchen Alliance,Manhattan,Full Block - Partner,Business Improvement District,84,0.09606934834587161
2020-10-02,Humboldt Street,Bushwick,Brooklyn,Full Block,,84,0.3134363200845772
2020-10-02,Irving Place,Gramercy,Manhattan,Full Block,,84,0.0460623229666175
2020-10-02,Jackson Ave,St. Mary's Park,Bronx,Full Block,,84,0.2125523986764031
2020-10-02,Jane Street,West Village,Manhattan,Full Block,,84,0.0747434449239891
2020-10-02,Jefferson Avenue,700 Jefferson Avenue Block Association,Brooklyn,Full Block - Partner,Neighborhood Organization,8,0.1554015847211831
2020-10-02,Jefferson Street,Les Enfants de Boheme,Manhattan,Full Block - Partner,Business,11,0.0933070972395417
2020-10-02,Johnson Avenue,Kingsbridge-Riverdale-Van Cortlandt Development Corporation,Bronx,,Nonprofit,9,0.0701836171231587
2020-10-02,Jones Street,Greenwich Village,Manhattan,Full Block,Business,84,0.188196474637628
2020-10-02,King Street,Hudson Square Business Improvement District,Manhattan,Full Block - Partner,Business Improvement District,28,0.0810170590966334
2020-10-02,Knickerbocker Avenue - Maria Hernandez Park,Maria Hernandez Park,Brooklyn,Full Block,,84,0.137185928568764
2020-10-02,Lafayette Street,Osteria Morini,Manhattan,,Business,22,0.0596327593425525
2020-10-02,Lakeview Lane,Baisley Pond Park/South Jamaica,Queens,Full Block,,84,0.5504473341003815
2020-10-02,Laurel Hill Terrace,Highbridge Park,Manhattan,Full Block,,84,0.0
2020-10-02,Lawrence Street,Downtown Brooklyn Partnership,Brooklyn,Full Block - Partner,Business Improvement District,77,0.0468780010660118
2020-10-02,Leonard Street,Sternberg Park,Brooklyn,Full Block,,84,0.0984461033620739
2020-10-02,Lincoln Place,Prospect Heights Neighborhood Development Council,Brooklyn,Full Block,Neighborhood Organization,84,0.4296847807549984
2020-10-02,Livonia Avenue,Brownsville,Brooklyn,Full Block,,84,0.0495365624592675
2020-10-02,Ludlow Street,Lower East Side Partnership,Manhattan,Full Block - Partner,Business Improvement District,56,0.1685425233636254
2020-10-02,MacDougal Street - West 8th St,Village Alliance,Manhattan,Full Block - Partner,Business Improvement District,17,0.507053705339523
2020-10-02,McClellan Street,Concourse,Bronx,Full Block,,84,0.1577679396744384
2020-10-02,Minthorne Street,"Staten Island Chamber of Commerce Foundation Inc. / The Angiuli Group, LLC",Staten Island,,Nonprofit,24,0.0970787935440311
2020-10-02,Montague Street,Brooklyn Heights,Brooklyn,Full Block,,84,0.0854426688243164
2020-10-02,Morningside Avenue,Morningside Park,Manhattan,Full Block,,84,0.1747841280878953
2020-10-02,Nassau Avenue,North Brooklyn Open Streets Community Coalition,Brooklyn,Full Block,Nonprofit,84,0.1454252166762597
2020-10-02,Nelson Avenue,Morris Heights,Bronx,Full Block,,84,0.2701471139468132
2020-10-02,New Dorp Lane - 9th Street,New Dorp Business Improvement District,Staten Island,,Business Improvement District,9,0.0844308063581702
2020-10-02,New Street,Port Richmond,Staten Island,Full Block,,84,0.0956868770004818
2020-10-02,Newkirk Avenue,Flatbush Development Corporation,Brooklyn,Full Block - Partner,Neighborhood Organization,9,0.3478994297046857
2020-10-02,Newtown Avenue,Central Astoria Local Development Corportation,Queens,Full Block - Partner,Nonprofit,0,0.1451692639681318
2020-10-02,Noll Street,Green Central Knoll Park,Brooklyn,Full Block,,84,0.0991719454784158
2020-10-02,North 3rd Street,Williamsburg,Brooklyn,Full Block,,84,0.3223040506807194
2020-10-02,North Elliott Place,Commodore Barry Park,Brooklyn,Full Block,,84,0.1193351246599941
2020-10-02,Oak Tree Place,Quarry Ballfields,Bronx,Full Block,,84,0.1389281104886682
2020-10-02,Onderdonk Avenue,Ridgewood,Queens,Full Block,,84,0.1972388301158064
2020-10-02,Orchard Street,Lower East Side Partnership,Manhattan,Full Block - Partner,Business Improvement District,77,0.2975331309130686
2020-10-02,Pacific Street,Boerum Hill,Brooklyn,Full Block,,84,0.3847597959305253
2020-10-02,Park Place,Crown Heights,Brooklyn,Full Block,,84,0.2919503258031138
2020-10-02,Pearl Street,Alliance for Downtown New York,Manhattan,Full Block - Partner,Business Improvement District,28,0.5838313045800883
2020-10-02,Peck Avenue,Flushing,Queens,Full Block,,84,0.1022935801978661
2020-10-02,Pell Street - Bayard Street - Doyers Street,Chinatown Business Improvement District,Manhattan,Full Block - Partner,Business Improvement District,63,0.2044373994635206
2020-10-02,Prospect Place-NY Avenue,Crown Heights,Brooklyn,Full Block,,84,0.1457500082542885
2020-10-02,Raleigh Place,East Flatbush,Brooklyn,Full Block,,84,0.1899442902856968
2020-10-02,Randall Avenue,Castle Hill,Bronx,Full Block,,84,0.3260499682680353
2020-10-02,Reade Street,Restaurant Marc Forgione,Manhattan,,Business,7,0.1194936709492418
2020-10-02,Reads Lane,Jewish Community Council of the Rockaway Peninsula,Queens,Full Block - Partner,Nonprofit,12,0.4722826727656554
2020-10-02,Reed Street,Red Hook Business Alliance,Brooklyn,Full Block - Partner,Business Improvement District,14,0.1713892436746622
2020-10-02,Rivington Street - Chrystie Street,Ray's Bar,Manhattan,,Business,17,0.0767716253140114
2020-10-02,Rivington Street - Essex Street,Rivington East Merchants Association,Manhattan,,Merchants Association,17,0.045001654153222
2020-10-02,Rockaway Freeway,Far Rockaway,Queens,Full Block,,84,0.2765037121911939
2020-10-02,Roosevelt Avenue,Flushing,Queens,Full Block,,84,0.051478365559263
2020-10-02,Russell Street,North Brooklyn Open Streets Community Coalition,Brooklyn,Full Block,Nonprofit,84,0.175453799354619
2020-10-02,S1st Street,North Brooklyn Open Streets Community Coalition,Brooklyn,Full Block,Nonprofit,84,0.9021981767874788
2020-10-02,Sackman Street,Callahan-Kelly Playground,Brooklyn,Full Block,,84,0.0403488067264768
2020-10-02,Schenectady Avenue,Crown Heights,Brooklyn,Full Block,,84,0.3555684497266547
2020-10-02,Second Avenue,Murray Hill,Manhattan,,Business Improvement District,26,0.5906377923286497
2020-10-02,Sharon Street,Cooper Park,Brooklyn,Full Block,,84,0.1630577067413827
2020-10-02,Silver Lake Park Road,Silver Lake Park,Staten Island,Full Block,,84,0.6485493017215227
2020-10-02,Skillman Avenue,Sunnyside,Queens,Full Block,,84,0.1967181821888676
2020-10-02,Smith Street - Downtown Brooklyn,Downtown Brooklyn,Brooklyn,,,0,0.2181077068379949
2020-10-02,Somers Street,Bed-Stuy,Brooklyn,Full Block,,84,0.1122420795101772
2020-10-02,South 9th Street,Williamsburg,Brooklyn,Full Block,,84,0.1711235437853545
2020-10-02,South Portland Avenue,Fort Greene,Brooklyn,Full Block,,84,0.4147655520015847
2020-10-02,Spring Street - Nolita,Peasant,Manhattan,,Business,24,0.1473615558175764
2020-10-02,Spring Street - Sullivan Street - Thompson Street,"St Tropez Soho, LLC",Manhattan,,Business,17,0.1113363973450745
2020-10-02,Spring Street - Thompson Street - West Broadway,Bistro Les Amis,Manhattan,,Business,34,0.043141473408743
2020-10-02,St. Marks Place,Boerum Hill,Brooklyn,Full Block,,84,0.2508169822348189
2020-10-02,St. Marks Place - 1st Ave-Ave A,St. Marks Business Coalition,Manhattan,,Business Improvement District,17,0.1329670884499515
2020-10-02,St. Marks Place - 3rd Avenue - 2nd Avenue,St. Marks Business Coalition,Manhattan,,Business Improvement District,17,0.1341426159319584
2020-10-02,Stanley Avenue,East New York,Brooklyn,Full Block,,84,0.38921184901576267
2020-10-02,Stapleton,Stapleton,Staten Island,Full Block,,84,0.0792717868018289
2020-10-02,State Street,Boerum Hill,Brooklyn,Full Block,,84,0.3828339988222223
2020-10-02,Thompson Street,Judson Memorial Church,Manhattan,Full Block - Partner,Nonprofit,84,0.049332914939787
2020-10-02,Tibbett Avenue,Kingsbridge,Bronx,Full Block,,84,0.4224931054614856
2020-10-02,Trinity Avenue,Morrisiana,Bronx,Full Block,,84,0.3765732050057064
2020-10-02,Troutman Street,Bushwick,Brooklyn,Full Block,,84,0.2421556418527811
2020-10-02,Underhill Avenue,Prospect Heights Neighborhood Development Council,Brooklyn,Full Block,Neighborhood Organization,20,0.4765253513075205
2020-10-02,University Place,Village Alliance,Manhattan,Full Block - Partner,Business Improvement District,18,0.4560213640406141
2020-10-02,Vanderbilt Avenue,Prospect Heights Neighborhood Development Council,Brooklyn,,Neighborhood Organization,15,0.2995817456672895
2020-10-02,Washington St - Main St - Brooklyn,DUMBO Business Improvement District,Brooklyn,,Business Improvement District,15,0.0921784062123309
2020-10-02,Water Street SI,Stapleton,Staten Island,Full Block,,84,0.0911976729702875
2020-10-02,West 103rd Street,Manhattan Valley,Manhattan,Full Block,,84,0.16913210597533
2020-10-02,West 114th Street,Harlem,Manhattan,Full Block,,84,0.0869583646799582
2020-10-02,West 117th Street,Harlem,Manhattan,Full Block,,84,0.7060421629033028
2020-10-02,West 120th Street,Marcus Meets Malcolm,Manhattan,Full Block - Partner,Nonprofit,84,0.2093581301233822
2020-10-02,West 129th Street,Harlem,Manhattan,Full Block,,84,0.3363061869045182
2020-10-02,West 138th Street,Harlem,Manhattan,Full Block,,84,0.1671981663561051
2020-10-02,West 143rd Street,Charles Young Playground,Manhattan,Full Block,,84,0.1784964240851418
2020-10-02,West 17th Street,Meatpacking Business Improvement District,Manhattan,Full Block - Partner,Business Improvement District,84,0.3411174877711573
2020-10-02,West 21st Street,Chelsea,Manhattan,Full Block,,84,0.1707370111056112
2020-10-02,West 22nd - Chelsea,Chelsea,Manhattan,Full Block,,84,0.1700990588301359
2020-10-02,West 22nd Street - Flatiron,Flatiron Partnership,Manhattan,,Business Improvement District,36,0.1934063952393683
2020-10-02,West 236th Street,Riverdale Playground,Bronx,Full Block,,84,0.1317689255907094
2020-10-02,West 25th Street,Chelsea,Manhattan,Full Block,,84,0.1707303980435405
2020-10-02,West 32nd Street - Broadway,34th Street Partnership,Manhattan,,Business Improvement District,15,0.033537164025304
2020-10-02,West 32nd Street - Koreatown,New York Korea Town Association,Manhattan,,Neighborhood Organization,17,0.1588863223631577
2020-10-02,West 44th Street,Hells Kitchen,Manhattan,Full Block,,84,0.1703309731902806
2020-10-02,West 46th Street - 6th Ave-7th Ave,Times Square Alliance,Manhattan,,Business Improvement District,20,0.1703566944886991
2020-10-02,West 46th Street - 8th Avenue - 9th Avenue,Times Square Alliance,Manhattan,Full Block - Partner,Business Improvement District,28,0.3426389789799556
2020-10-02,West 9th Street,Red Hook Initiative,Brooklyn,Full Block - Partner,Nonprofit,10,0.0884883251493183
2020-10-02,West End Avenue - 87th-96th,Upper West Side,Manhattan,Full Block,,84,0.8982526966371281
2020-10-02,West Street,Brooklyn Greenway Initiative,Brooklyn,Full Block - Partner,Nonprofit,16,0.2459587818844139
2020-10-02,Williams Avenue,Brownsville,Brooklyn,Full Block,,84,0.1295090979076748
2020-10-02,Willis Avenue,3rd Ave BID,Bronx,Full Block - Partner,Business Improvement District,40,0.07446669611096719
2020-10-02,Willoughby Avenue - Fort Greene,Fort Greene,Brooklyn,Full Block,,84,0.4171076505473506
2020-10-02,Willow Street,Brooklyn Heights,Brooklyn,Full Block,,84,0.1910303841391259
2020-10-02,Wolcott Street,Good Shepard Services,Brooklyn,Full Block - Partner,Nonprofit,0,0.0856124969980344
2020-10-02,Woodside Avenue,Thai Community USA NYC,Queens,,Nonprofit,17,0.1425166651703905
2020-10-02,Wyckoff Street,Nicholas Naquan Heyward Park,Brooklyn,Full Block,,84,0.1273239708915998
2020-10-02,Yates Avenue,Allerton,Bronx,Full Block,,84,0.1179180870297284
2021-01-04,107th Avenue,Jamaica,Queens,Full Block,,84,0.0456899340079913
2021-01-04,108th Avenue,Jamaica,Queens,Full Block,,84,0.2168748651168944
2021-01-04,120th Street,South Richmond Hill,Queens,Full Block,,84,0.2758139405888036
2021-01-04,155th Street - South Jamaica,Baisley Pond Park/South Jamaica,Queens,Full Block,,84,0.3305146596139165
2021-01-04,165th Street,Jamaica Hills,Queens,Full Block,,84,0.099660564098594
2021-01-04,169th Street Queens,Plaut Triangle,Queens,Full Block,,84,0.0359635244477994
2021-01-04,1st Place - 2nd Place,St. Marks Business Coalition,Brooklyn,Full Block,Business Improvement District,84,0.312804510810492
2021-01-04,21st Street,St. Marks Business Coalition,Brooklyn,Full Block,Business Improvement District,84,0.5947473978022678
2021-01-04,23rd Street,Astoria/Long Island City,Queens,,,0,1.8525181228266852
2021-01-04,31st Avenue,31st Ave Open Street Collective,Queens,Full Block - Partner,Nonprofit,20,0.2469442349699433
2021-01-04,34th Avenue,34th Ave Open Streets Coalition,Queens,Full Block - Partner,Nonprofit,84,2.1461053995948873
2021-01-04,35th Avenue,Crocheron Park,Queens,Full Block,,84,0.290173180514904
2021-01-04,38th Street,St. Marks Business Coalition,Brooklyn,Full Block,Business Improvement District,84,0.1229537470469561
2021-01-04,39th Avenue,39th Avenue Open Streets Coalition,Queens,Full Block - Partner,Nonprofit,84,0.388557805010688
2021-01-04,39th Avenue - Woodside,39th Avenue Open Streets Coalition,Queens,Full Block - Partner,Nonprofit,20,0.4382251077829863
2021-01-04,4th Place,St. Marks Business Coalition,Brooklyn,Full Block,Business Improvement District,84,0.3033407224778711
2021-01-04,5th Avenue - Park Slope,St. Marks Business Coalition,Brooklyn,Full Block - Partner,Business Improvement District,48,0.0729443294700847
2021-01-04,60th Street - Laurel Hill Boulevard - 47th Avenue,Maspeth,Queens,Full Block,,84,0.1578838847540415
2021-01-04,60th Street - Queens Boulevard - 43rd Avenue,Woodside,Queens,Full Block,,84,0.1028657067644011
2021-01-04,61st Street - Borough Park,99 Favor Taste,Brooklyn,,Business,18,0.1475665632493842
2021-01-04,66th Road,Forest Hills,Queens,Full Block,,84,0.1647775679298472
2021-01-04,68th Road,Yellowstone Park,Queens,Full Block,,84,0.1063876557377599
2021-01-04,6th Avenue,St. Marks Business Coalition,Brooklyn,Full Block,Business Improvement District,84,0.3441263190992464
2021-01-04,77th Street,Ozone Park,Queens,Full Block,,84,0.3077811810905576
2021-01-04,99th Street,Rego Park,Queens,Full Block,,84,0.5666559376122757
2021-01-04,Amsterdam Avenue,St. Marks Business Coalition,Manhattan,,Business Improvement District,28,0.2521760245271496
2021-01-04,Ann Street,St. Marks Business Coalition,Manhattan,,Business Improvement District,52,0.0844144214261895
2021-01-04,Arlington Place,St. Marks Business Coalition,Brooklyn,Full Block - Partner,Business Improvement District,84,0.4822171130819794
2021-01-04,Avenue B - 2nd-4th,Poco,Manhattan,,Business,54,0.09942168304985541
2021-01-04,Avenue B - 6th Street - 14th Street,Loisaida Open Streets Community Coalition,Manhattan,Full Block - Partner,Nonprofit,84,0.390671088854085
2021-01-04,Avenue Of The Americas,Hudson Square Business Improvement District,Manhattan,Full Block - Partner,Business Improvement District,28,0.1520353780022674
2021-01-04,Bank Street,North Shore Esplande Park,Staten Island,Full Block,,84,0.4398492017638026
2021-01-04,Barron Street,Baisley Pond Park/South Jamaica,Queens,Full Block,,84,0.1408095405495683
2021-01-04,Barton Avenue,Asian American Federation,Queens,Full Block - Partner,Nonprofit,84,0.0487240234225658
2021-01-04,Beach 12th Street,Jewish Community Council of the Rockaway Peninsula,Queens,Full Block - Partner,Nonprofit,12,0.2561898039298972
2021-01-04,Blake Avenue - Brownsville,Brownsville,Brooklyn,Full Block,,84,0.1968062391284758
2021-01-04,Blake Avenue - East New York,East New York,Brooklyn,Full Block,,84,0.4982305475772025
2021-01-04,Bleecker Street,Von Design Ltd.,Manhattan,,Business,46,0.0825670332795324
2021-01-04,Bond Street,il Buco,Manhattan,,Business,52,0.1245105506329146
2021-01-04,Bragg Street,St. Marks Business Coalition,Brooklyn,Full Block,Business Improvement District,84,0.4607225393496746
2021-01-04,Broadway - East 29th Street - Flatiron,Flatiron Partnership,Manhattan,Full Block - Partner,Business Improvement District,79,0.3685597609838477
2021-01-04,Broadway - Financial District,Financial District,Manhattan,,,0,0.5018944869301469
2021-01-04,Broadway - Flatiron,Flatiron Partnership,Manhattan,Full Block - Partner,Business Improvement District,78,0.1036403185616328
2021-01-04,Broadway - Garment District,Garment District Alliance,Manhattan,Full Block - Partner,Business Improvement District,56,2.3430321114974686
2021-01-04,Broadway - Times Square,Times Square Alliance,Manhattan,Full Block - Partner,Business Improvement District,84,0.3531689522178616
2021-01-04,Bronx Park South,St. Marks Business Coalition,Bronx,Full Block,Business Improvement District,84,0.1528960348467624
2021-01-04,Cadman Plaza East,St. Marks Business Coalition,Brooklyn,Full Block,Business Improvement District,84,0.0764227052209912
